gene,log2FoldChange,pValue,rawPValue,qValue,significant
CSNK1A1L,-0.0446427,0.931729,0.931729,0.999906,no
CSNK1A1P1,-0.339644,0.785856,0.785856,0.999906,no
CSNK1D,0.0280674,0.928526,0.928526,0.999906,no
CSNK1E,-0.132275,0.674815,0.674815,0.999906,no
CSNK1G1,0.0405913,0.907155,0.907155,0.999906,no
CSNK1G2,-0.0767685,0.8116,0.8116,0.999906,no
CSNK1G3,0.00944608,0.978383,0.978383,0.999906,no
CSNK2A1,0.00399718,0.991063,0.991063,0.999906,no
CSNK2A1P,0.150935,0.673406,0.673406,0.999906,no
CSNK2A2,0.0717715,0.833134,0.833134,0.999906,no
CSNK2B,-0.125296,0.793989,0.793989,0.999906,no
CSPG4,0.466895,0.152829,0.152829,0.999906,no
CSPP1,0.243946,0.516055,0.516055,0.999906,no
CSRNP1,-0.222834,0.68838,0.68838,0.999906,no
CSRNP2,-0.0621818,0.859525,0.859525,0.999906,no
CSRP1,-0.526428,0.117593,0.117593,0.999906,no
CSRP2,-0.0991222,0.807475,0.807475,0.999906,no
CSRP2BP,0.05366,0.899013,0.899013,0.999906,no
CST3,-0.382275,0.223999,0.223999,0.999906,no
CSTA,0.540233,0.419643,0.419643,0.999906,no
CSTB,-0.3434,0.271799,0.271799,0.999906,no
CSTF1,0.0647621,0.875521,0.875521,0.999906,no
CSTF2,-0.0227994,0.960817,0.960817,0.999906,no
CSTF2T,-0.0944381,0.858618,0.858618,0.999906,no
CSTF3,0.340258,0.627416,0.627416,0.999906,no
CTAGE4,-0.0782057,0.926331,0.926331,0.999906,no
CTAGE5,-0.172524,0.782936,0.782936,0.999906,no
CTBP1,0.191924,0.552908,0.552908,0.999906,no
CTBP2,-0.139326,0.670437,0.670437,0.999906,no
CTBS,-0.0525931,0.878743,0.878743,0.999906,no
CTC1,-0.0889038,0.836188,0.836188,0.999906,no
CTCF,0.265199,0.470166,0.470166,0.999906,no
CTDNEP1,-0.039272,0.906378,0.906378,0.999906,no
CTDP1,-0.336999,0.40095,0.40095,0.999906,no
CTDSP1,-0.0574617,0.861986,0.861986,0.999906,no
CTDSP2,-0.0535746,0.872271,0.872271,0.999906,no
CTDSPL,-0.170417,0.610781,0.610781,0.999906,no
CTDSPL2,0.171145,0.645819,0.645819,0.999906,no
CTF1,-0.058709,0.899262,0.899262,0.999906,no
CTGF,-1.38309,0.000933709,0.000933709,0.042198,yes
CTH,-0.929936,0.186523,0.186523,0.999906,no
CTHRC1,-1.09181,0.0072311,0.0072311,0.193967,no
CTIF,-0.154863,0.615191,0.615191,0.999906,no
CTNNA1,-0.131774,0.695024,0.695024,0.999906,no
CTNNAL1,-0.253078,0.435198,0.435198,0.999906,no
CTNNB1,-0.0972103,0.776732,0.776732,0.999906,no
CTNNBIP1,-0.0209814,0.963692,0.963692,0.999906,no
CTNNBL1,-0.158888,0.654137,0.654137,0.999906,no
CTNND1,-0.302814,0.449271,0.449271,0.999906,no
CTNS,-0.00523403,0.995849,0.995849,0.999906,no
CTPS,-1.56054,1.20044e-05,1.20044e-05,0.00136316,yes
CTPS2,0.0669774,0.876416,0.876416,0.999906,no
CTR9,0.00629014,0.983884,0.983884,0.999906,no
CTSA,0.20924,0.685312,0.685312,0.999906,no
CTSB,-0.199235,0.695897,0.695897,0.999906,no
CTSC,-0.847865,0.0288343,0.0288343,0.506023,no
CTSD,0.0565192,0.872348,0.872348,0.999906,no
CTSF,-0.133467,0.666739,0.666739,0.999906,no
CTSH,-0.313907,0.356145,0.356145,0.999906,no
CTSK,0.0788479,0.862867,0.862867,0.999906,no
CTSL1,-0.143148,0.665825,0.665825,0.999906,no
CTSO,-0.105791,0.735111,0.735111,0.999906,no
CTSS,0.967447,0.125325,0.125325,0.999906,no
CTSZ,-0.167303,0.589459,0.589459,0.999906,no
CTTN,-0.0434628,0.899746,0.899746,0.999906,no
CTTNBP2,1.0818,0.00854249,0.00854249,0.22117,no
CTTNBP2NL,-0.333759,0.300925,0.300925,0.999906,no
CTU1,-0.546594,0.460869,0.460869,0.999906,no
CTU2,-0.158357,0.944062,0.944062,0.999906,no
CTXN1,0.433906,0.509357,0.509357,0.999906,no
CUEDC1,-0.575291,0.0951845,0.0951845,0.999906,no
CUEDC2,-0.0431086,0.89484,0.89484,0.999906,no
CUL1,-0.336941,0.283402,0.283402,0.999906,no
CUL2,-0.0216511,0.951621,0.951621,0.999906,no
CUL3,0.0055195,0.985752,0.985752,0.999906,no
CUL4A,-0.183473,0.555271,0.555271,0.999906,no
CUL4B,-0.0312617,0.920221,0.920221,0.999906,no
CUL5,-0.054027,0.867824,0.867824,0.999906,no
CUL7,0.463403,0.158989,0.158989,0.999906,no
CUL9,0.299617,0.380988,0.380988,0.999906,no
CUTA,0.193275,0.644012,0.644012,0.999906,no
CUTC,-0.101344,0.911199,0.911199,0.999906,no
CUX1,-0.145212,0.700276,0.700276,0.999906,no
CWC15,0.018531,0.956149,0.956149,0.999906,no
CWC22,0.18745,0.598916,0.598916,0.999906,no
CWC25,-0.00426877,0.991151,0.991151,0.999906,no
CWC27,0.0502853,0.888192,0.888192,0.999906,no
CWF19L1,-0.301934,0.486511,0.486511,0.999906,no
CWF19L2,0.0559637,0.894791,0.894791,0.999906,no
CXCL1,-1.30079,0.156642,0.156642,0.999906,no
CXCL12,1.83903,0.00891482,0.00891482,0.225652,no
CXCL16,0.750636,0.232278,0.232278,0.999906,no
CXCL6,-0.232434,0.812718,0.812718,0.999906,no
CXCR7,0.118007,0.718803,0.718803,0.999906,no
CXXC1,-0.0836473,0.807959,0.807959,0.999906,no
CXXC5,0.533774,0.167449,0.167449,0.999906,no
CXorf23,0.0217682,0.956342,0.956342,0.999906,no
CXorf26,0.218421,0.574739,0.574739,0.999906,no
CXorf38,0.0535549,0.901354,0.901354,0.999906,no
CXorf40A,-0.147894,0.81665,0.81665,0.999906,no
CXorf40B,-0.0588222,0.886313,0.886313,0.999906,no
CXorf56,0.0300332,0.947721,0.947721,0.999906,no
CXorf57,0.31522,0.74464,0.74464,0.999906,no
CXorf69,-0.655579,0.11076,0.11076,0.999906,no
CYB561,0.0166526,0.964165,0.964165,0.999906,no
CYB561D1,-0.26512,0.483921,0.483921,0.999906,no
CYB561D2,-0.0185366,0.975273,0.975273,0.999906,no
CYB5A,-0.616198,0.0627957,0.0627957,0.814355,no
CYB5B,0.228224,0.479237,0.479237,0.999906,no
CYB5D1,0.0838089,0.845383,0.845383,0.999906,no
CYB5D2,0.092133,0.812415,0.812415,0.999906,no
CYB5R1,-0.00125243,0.996986,0.996986,0.999906,no
CYB5R2,-0.424279,0.364028,0.364028,0.999906,no
CYB5R3,-0.248086,0.520976,0.520976,0.999906,no
CYB5R4,-0.0330663,0.939473,0.939473,0.999906,no
CYB5RL,0.247467,0.590858,0.590858,0.999906,no
CYBA,-0.252171,0.4611,0.4611,0.999906,no
CYBASC3,0.252446,0.80099,0.80099,0.999906,no
CYBRD1,-0.201566,0.65484,0.65484,0.999906,no
CYC1,-0.154658,0.646357,0.646357,0.999906,no
CYCS,-0.411902,0.235039,0.235039,0.999906,no
CYFIP1,-0.221424,0.479263,0.479263,0.999906,no
CYFIP2,1.02627,0.0172838,0.0172838,0.352272,no
CYGB,0.326887,0.302535,0.302535,0.999906,no
CYHR1,-0.0674087,0.878489,0.878489,0.999906,no
CYLD,0.2268,0.516463,0.516463,0.999906,no
CYP11A1,-0.587617,0.516384,0.516384,0.999906,no
CYP19A1,-1.36814,0.0448932,0.0448932,0.663722,no
CYP1B1,-0.0555494,0.8605,0.8605,0.999906,no
CYP20A1,-0.135568,0.688787,0.688787,0.999906,no
CYP24A1,4.30252,0.020327,0.020327,0.397984,no
CYP26B1,1.04762,0.0760118,0.0760118,0.893325,no
CYP27A1,0.0415898,0.8966,0.8966,0.999906,no
CYP2E1,0.355391,0.683599,0.683599,0.999906,no
CYP2J2,0.613281,0.508229,0.508229,0.999906,no
CYP2R1,0.118289,0.846405,0.846405,0.999906,no
CYP2S1,0.274744,0.680158,0.680158,0.999906,no
CYP2U1,-0.203758,0.517967,0.517967,0.999906,no
CYP39A1,-0.484943,0.379816,0.379816,0.999906,no
CYP3A5,0.240047,0.845196,0.845196,0.999906,no
CYP3A7,0.473963,0.373551,0.373551,0.999906,no
CYP3A7-CYP3AP1,-0.37522,0.888389,0.888389,0.999906,no
CYP4V2,0.00439127,0.990134,0.990134,0.999906,no
CYP4X1,1.03554,0.256009,0.256009,0.999906,no
CYP51A1,0.244854,0.473508,0.473508,0.999906,no
CYP7B1,-0.9805,0.288243,0.288243,0.999906,no
CYR61,-1.84225,1.05959e-07,1.05959e-07,2.10562e-05,yes
CYS1,0.157499,0.784877,0.784877,0.999906,no
CYSTM1,-0.211648,0.55055,0.55055,0.999906,no
CYTH1,0.0395008,0.923044,0.923044,0.999906,no
CYTH2,-0.0406992,0.903343,0.903343,0.999906,no
CYTH3,-1.23908,0.000115148,0.000115148,0.00797949,yes
CYTL1,-0.610961,0.460354,0.460354,0.999906,no
D2HGDH,0.0603801,0.884584,0.884584,0.999906,no
DAAM1,1.04847,0.00348933,0.00348933,0.111733,no
DAAM2,-1.69888,3.83039e-06,3.83039e-06,0.000507452,yes
DAB1,1.27126,0.215193,0.215193,0.999906,no
DAB2,-0.0968794,0.784044,0.784044,0.999906,no
DAB2IP,0.183744,0.612462,0.612462,0.999906,no
DACT1,-0.230295,0.575745,0.575745,0.999906,no
DACT3,0.502234,0.348176,0.348176,0.999906,no
DAD1,-0.121364,0.69526,0.69526,0.999906,no
DAG1,-0.32775,0.343097,0.343097,0.999906,no
DAGLA,0.739027,0.156808,0.156808,0.999906,no
DAGLB,-0.415883,0.311436,0.311436,0.999906,no
DAK,-0.0432097,0.983363,0.983363,0.999906,no
DALRD3,0.0671993,0.945788,0.945788,0.999906,no
DANCR,-1.15597,0.0129278,0.0129278,0.289227,no
DAP,0.126212,0.688346,0.688346,0.999906,no
DAP3,0.0181172,0.959107,0.959107,0.999906,no
DAPK1,-0.304254,0.333625,0.333625,0.999906,no
DAPK2,-1.50671,0.000107768,0.000107768,0.00762443,yes
DAPK3,-0.451525,0.154734,0.154734,0.999906,no
DARS,-0.0509089,0.869699,0.869699,0.999906,no
DARS2,-0.0891322,0.823738,0.823738,0.999906,no
DAXX,-0.0290608,0.954244,0.954244,0.999906,no
DAZAP1,-0.304362,0.382502,0.382502,0.999906,no
DAZAP2,-0.073417,0.835664,0.835664,0.999906,no
DBC1,1.06193,0.178516,0.178516,0.999906,no
DBF4,0.219788,0.804834,0.804834,0.999906,no
DBF4B,0.131568,0.850818,0.850818,0.999906,no
DBI,-0.24061,0.503138,0.503138,0.999906,no
DBN1,0.177541,0.579549,0.579549,0.999906,no
DBNDD1,0.244179,0.678083,0.678083,0.999906,no
DBNDD2,-0.760082,0.357489,0.357489,0.999906,no
DBNL,0.0583793,0.854301,0.854301,0.999906,no
DBP,1.67244,0.00875316,0.00875316,0.223479,no
DBR1,-0.0162619,0.96932,0.96932,0.999906,no
DBT,-0.157887,0.640597,0.640597,0.999906,no
DCAF10,-0.231704,0.46905,0.46905,0.999906,no
DCAF11,-0.204871,0.565518,0.565518,0.999906,no
DCAF12,-0.0326101,0.924469,0.924469,0.999906,no
DCAF13,-0.397898,0.40872,0.40872,0.999906,no
DCAF15,0.206017,0.730681,0.730681,0.999906,no
DCAF16,-0.0542317,0.874162,0.874162,0.999906,no
DCAF17,0.00432509,0.993217,0.993217,0.999906,no
DCAF4,0.00859237,0.987422,0.987422,0.999906,no
DCAF5,0.222305,0.480434,0.480434,0.999906,no
DCAF6,-0.352698,0.331978,0.331978,0.999906,no
DCAF7,-0.133717,0.665359,0.665359,0.999906,no
DCAF8,-0.125758,0.737302,0.737302,0.999906,no
DCAKD,0.234462,0.540025,0.540025,0.999906,no
DCBLD1,0.55337,0.498075,0.498075,0.999906,no
DCBLD2,0.0457518,0.883168,0.883168,0.999906,no
DCHS1,0.637053,0.0399143,0.0399143,0.61571,no
DCK,-0.179768,0.689162,0.689162,0.999906,no
DCLK1,0.396566,0.444293,0.444293,0.999906,no
DCLK2,-0.501955,0.310749,0.310749,0.999906,no
DCLRE1A,0.236459,0.640803,0.640803,0.999906,no
DCLRE1B,-0.347236,0.491725,0.491725,0.999906,no
DCLRE1C,-0.189689,0.68364,0.68364,0.999906,no
DCP1A,-0.0893601,0.795372,0.795372,0.999906,no
DCP1B,0.436422,0.249206,0.249206,0.999906,no
DCP2,-0.0358274,0.952998,0.952998,0.999906,no
DCPS,0.317014,0.484503,0.484503,0.999906,no
DCTD,-0.0321959,0.920912,0.920912,0.999906,no
DCTN1,-0.112645,0.753139,0.753139,0.999906,no
DCTN2,-0.161424,0.601584,0.601584,0.999906,no
DCTN3,0.127122,0.711127,0.711127,0.999906,no
DCTN4,0.0388131,0.902837,0.902837,0.999906,no
DCTN5,0.0737793,0.815869,0.815869,0.999906,no
DCTN6,-0.192266,0.838227,0.838227,0.999906,no
DCTPP1,-0.17695,0.724989,0.724989,0.999906,no
DCUN1D1,-0.0396994,0.910535,0.910535,0.999906,no
DCUN1D2,0.116663,0.792029,0.792029,0.999906,no
DCUN1D3,-0.682757,0.139664,0.139664,0.999906,no
DCUN1D4,-0.348671,0.292082,0.292082,0.999906,no
DCUN1D5,-0.225492,0.547525,0.547525,0.999906,no
DCXR,-2.36,5.66592e-09,5.66592e-09,1.70141e-06,yes
DDA1,-0.526039,0.159188,0.159188,0.999906,no
DDAH1,-1.27583,0.000458034,0.000458034,0.0234448,yes
DDAH2,0.245573,0.577117,0.577117,0.999906,no
DDB1,-0.0110503,0.977209,0.977209,0.999906,no
DDB2,0.273349,0.403515,0.403515,0.999906,no
DDHD1,0.161754,0.623312,0.623312,0.999906,no
DDHD2,-0.0754004,0.836203,0.836203,0.999906,no
DDI2,-0.843153,0.190483,0.190483,0.999906,no
DDIT3,1.02452,0.116913,0.116913,0.999906,no
DDIT4,-0.684488,0.0416292,0.0416292,0.629234,no
DDIT4L,0.98673,0.181973,0.181973,0.999906,no
DDO,0.585169,0.645634,0.645634,0.999906,no
DDOST,-0.00883715,0.977892,0.977892,0.999906,no
DDR1,-0.00208612,0.99741,0.99741,0.999906,no
DDR2,-0.0490855,0.887828,0.887828,0.999906,no
DDRGK1,-0.341997,0.328734,0.328734,0.999906,no
DDT,-0.372547,0.586845,0.586845,0.999906,no
DDTL,-0.451936,0.64495,0.64495,0.999906,no
DDX1,-0.0306212,0.920903,0.920903,0.999906,no
DDX10,-0.333119,0.436295,0.436295,0.999906,no
DDX11,0.583019,0.24532,0.24532,0.999906,no
DDX11L2,0.0354572,0.97321,0.97321,0.999906,no
DDX17,-0.069554,0.846283,0.846283,0.999906,no
DDX18,-0.111976,0.73491,0.73491,0.999906,no
DDX19A,-0.0264059,0.934421,0.934421,0.999906,no
DDX19B,-0.13227,0.732509,0.732509,0.999906,no
DDX20,-0.28268,0.53465,0.53465,0.999906,no
DDX21,-0.531769,0.0954636,0.0954636,0.999906,no
DDX23,-0.11156,0.720858,0.720858,0.999906,no
DDX24,0.182445,0.558648,0.558648,0.999906,no
DDX26B,0.258438,0.62909,0.62909,0.999906,no
DDX27,-0.204212,0.529887,0.529887,0.999906,no
DDX28,-0.124019,0.841123,0.841123,0.999906,no
DDX31,-0.154773,0.815777,0.815777,0.999906,no
DDX39A,-0.329151,0.444571,0.444571,0.999906,no
DDX39B,-0.155825,0.750017,0.750017,0.999906,no
DDX3X,-0.254351,0.465357,0.465357,0.999906,no
DDX3Y,-0.050979,0.889066,0.889066,0.999906,no
DDX41,-0.030841,0.924434,0.924434,0.999906,no
DDX42,0.0414716,0.898208,0.898208,0.999906,no
DDX43,0.847471,0.382976,0.382976,0.999906,no
DDX46,-0.121419,0.700117,0.700117,0.999906,no
DDX47,-0.0737653,0.829078,0.829078,0.999906,no
DDX49,-0.0211606,0.956102,0.956102,0.999906,no
DDX5,-0.198242,0.571825,0.571825,0.999906,no
DDX50,0.0120741,0.971197,0.971197,0.999906,no
DDX51,-0.52866,0.23827,0.23827,0.999906,no
DDX52,0.0551456,0.878363,0.878363,0.999906,no
DDX54,-0.0343965,0.923659,0.923659,0.999906,no
DDX55,-0.033727,0.937944,0.937944,0.999906,no
DDX56,-0.1815,0.589902,0.589902,0.999906,no
DDX58,0.172346,0.656569,0.656569,0.999906,no
DDX59,-0.288133,0.511668,0.511668,0.999906,no
DDX6,-0.070428,0.820895,0.820895,0.999906,no
DDX60,0.258655,0.477749,0.477749,0.999906,no
DDX60L,-0.513246,0.137706,0.137706,0.999906,no
DEAF1,0.106736,0.781877,0.781877,0.999906,no
DECR1,0.0262414,0.936117,0.936117,0.999906,no
DECR2,-0.185072,0.698046,0.698046,0.999906,no
DEDD,-0.131066,0.76732,0.76732,0.999906,no
DEDD2,0.250257,0.567351,0.567351,0.999906,no
DEF8,-0.290062,0.561031,0.561031,0.999906,no
DEFB109P1,-4.38456,0.910165,0.910165,0.999906,no
DEGS1,-0.398801,0.198485,0.198485,0.999906,no
DEK,-0.250808,0.418521,0.418521,0.999906,no
DEM1,0.000445942,0.999437,0.999437,0.999906,no
DENND1A,0.0806999,0.866352,0.866352,0.999906,no
DENND1B,0.0556174,0.946513,0.946513,0.999906,no
DENND2A,-0.450004,0.147506,0.147506,0.999906,no
DENND2C,0.147116,0.855664,0.855664,0.999906,no
DENND2D,0.525388,0.302606,0.302606,0.999906,no
DENND3,-0.425709,0.241056,0.241056,0.999906,no
DENND4A,0.00690752,0.983443,0.983443,0.999906,no
DENND4B,0.0527252,0.879487,0.879487,0.999906,no
DENND4C,-0.0647731,0.83672,0.83672,0.999906,no
DENND5A,-0.201239,0.525904,0.525904,0.999906,no
DENND5B,0.516549,0.160855,0.160855,0.999906,no
DENR,-0.0259116,0.935907,0.935907,0.999906,no
DEPDC5,0.226883,0.692606,0.692606,0.999906,no
DEPDC7,0.49182,0.424673,0.424673,0.999906,no
DEPTOR,1.01724,0.18215,0.18215,0.999906,no
DERA,-0.298454,0.40088,0.40088,0.999906,no
DERL1,-0.294426,0.351925,0.351925,0.999906,no
DERL2,-0.0686696,0.850827,0.850827,0.999906,no
DES,-0.636597,0.225582,0.225582,0.999906,no
DET1,0.530577,0.401093,0.401093,0.999906,no
DEXI,-0.120104,0.735291,0.735291,0.999906,no
DFFA,0.215819,0.617111,0.617111,0.999906,no
DFFB,0.0167677,0.978342,0.978342,0.999906,no
DFNA5,-0.0295047,0.931294,0.931294,0.999906,no
DFNB31,0.829848,0.269225,0.269225,0.999906,no
DFNB59,0.254508,0.899064,0.899064,0.999906,no
DGAT1,-0.238182,0.730301,0.730301,0.999906,no
DGAT2,0.512009,0.556421,0.556421,0.999906,no
DGCR11,0.150917,0.95034,0.95034,0.999906,no
DGCR14,-0.072644,0.852714,0.852714,0.999906,no
DGCR2,-0.107422,0.743568,0.743568,0.999906,no
DGCR6,-1.58734,0.0420928,0.0420928,0.633407,no
DGCR6L,0.0371298,0.913379,0.913379,0.999906,no
DGCR8,0.106315,0.798972,0.798972,0.999906,no
DGKA,0.0260907,0.94033,0.94033,0.999906,no
DGKD,-0.297911,0.545863,0.545863,0.999906,no
DGKE,-0.234067,0.66109,0.66109,0.999906,no
DGKH,-0.571134,0.319169,0.319169,0.999906,no
DGKI,-1.42559,0.00214064,0.00214064,0.0773436,no
DGKQ,-0.337627,0.364577,0.364577,0.999906,no
DGKZ,0.0285704,0.974169,0.974169,0.999906,no
DGUOK,-0.103201,0.814194,0.814194,0.999906,no
DHCR24,-0.872659,0.0107273,0.0107273,0.258768,no
DHCR7,0.47046,0.280044,0.280044,0.999906,no
DHDDS,-0.0127852,0.970302,0.970302,0.999906,no
DHFR,0.258255,0.719468,0.719468,0.999906,no
DHFRL1,0.184788,0.65556,0.65556,0.999906,no
DHODH,-0.0774557,0.913031,0.913031,0.999906,no
DHPS,-0.128856,0.839166,0.839166,0.999906,no
DHRS1,0.170141,0.770611,0.770611,0.999906,no
DHRS11,0.0753697,0.920357,0.920357,0.999906,no
DHRS12,0.0294753,0.970419,0.970419,0.999906,no
DHRS13,-0.195297,0.757906,0.757906,0.999906,no
DHRS3,-1.20731,0.000365194,0.000365194,0.0198187,yes
DHRS4,-0.223086,0.649118,0.649118,0.999906,no
DHRS4L1,-0.125838,0.890835,0.890835,0.999906,no
DHRS4L2,-0.158237,0.756531,0.756531,0.999906,no
DHRS7,-0.210481,0.521007,0.521007,0.999906,no
DHRS7B,-0.497505,0.211252,0.211252,0.999906,no
DHRSX,-0.0488833,0.930495,0.930495,0.999906,no
DHTKD1,-0.780355,0.0254719,0.0254719,0.465766,no
DHX15,-0.137625,0.655427,0.655427,0.999906,no
DHX16,-0.277125,0.668481,0.668481,0.999906,no
DHX29,-0.00625521,0.984157,0.984157,0.999906,no
DHX30,-0.121684,0.71454,0.71454,0.999906,no
DHX32,0.00940648,0.982934,0.982934,0.999906,no
DHX33,-0.406115,0.274481,0.274481,0.999906,no
DHX34,0.218677,0.635655,0.635655,0.999906,no
DHX35,-0.274582,0.541586,0.541586,0.999906,no
DHX36,-0.0361381,0.911881,0.911881,0.999906,no
DHX37,-0.603186,0.118484,0.118484,0.999906,no
DHX38,-0.160738,0.62693,0.62693,0.999906,no
DHX40,-0.0453788,0.888676,0.888676,0.999906,no
DHX57,0.13851,0.694961,0.694961,0.999906,no
DHX58,-0.106578,0.80249,0.80249,0.999906,no
DHX8,-0.0584891,0.856406,0.856406,0.999906,no
DHX9,-0.0194068,0.952836,0.952836,0.999906,no
DIABLO,0.146989,0.691836,0.691836,0.999906,no
DIAPH1,-0.305352,0.333902,0.333902,0.999906,no
DIAPH2,-0.609631,0.0897898,0.0897898,0.969113,no
DIAPH3,-0.542633,0.29887,0.29887,0.999906,no
DICER1,-0.189826,0.567379,0.567379,0.999906,no
DICER1-AS1,-0.0918261,0.919576,0.919576,0.999906,no
DIDO1,0.0410293,0.924811,0.924811,0.999906,no
DIEXF,-0.226468,0.507073,0.507073,0.999906,no
DIMT1,-0.333612,0.389572,0.389572,0.999906,no
DIO2,-1.46718,0.000122661,0.000122661,0.00841381,yes
DIO3,-0.974449,0.196863,0.196863,0.999906,no
DIP2A,0.183217,0.662963,0.662963,0.999906,no
DIP2B,0.224959,0.485162,0.485162,0.999906,no
DIP2C,0.179837,0.583578,0.583578,0.999906,no
DIRAS1,0.127678,0.763979,0.763979,0.999906,no
DIRAS3,1.10401,0.848065,0.848065,0.999906,no
DIRC1,0.953259,0.260545,0.260545,0.999906,no
DIRC2,-0.277546,0.470539,0.470539,0.999906,no
DIS3,-0.340412,0.340389,0.340389,0.999906,no
DIS3L,-0.16086,0.652026,0.652026,0.999906,no
DIS3L2,-0.092521,0.835046,0.835046,0.999906,no
DISC1,0.302224,0.947698,0.947698,0.999906,no
DISP1,0.30595,0.420714,0.420714,0.999906,no
DISP2,0.251871,0.724822,0.724822,0.999906,no
DIXDC1,-0.316891,0.334956,0.334956,0.999906,no
DKC1,-0.05979,0.869461,0.869461,0.999906,no
DKFZP434I0714,0.190929,0.789456,0.789456,0.999906,no
DKFZP586I1420,-0.132208,0.850526,0.850526,0.999906,no
DKFZP686I15217,0.409778,0.701974,0.701974,0.999906,no
DKFZp566F0947,0.35242,0.775171,0.775171,0.999906,no
DKFZp779M0652,0.0656373,0.957428,0.957428,0.999906,no
DKK1,-0.40814,0.266483,0.266483,0.999906,no
DKK3,-0.270962,0.499591,0.499591,0.999906,no
DLAT,-0.41209,0.262215,0.262215,0.999906,no
DLD,0.0417062,0.898411,0.898411,0.999906,no
DLEU1,0.330291,0.824166,0.824166,0.999906,no
DLG1,-0.0668151,0.895226,0.895226,0.999906,no
DLG3,0.641062,0.0902792,0.0902792,0.972841,no
DLG4,0.319781,0.741379,0.741379,0.999906,no
DLG5,-0.270926,0.389199,0.389199,0.999906,no
DLGAP4,0.226796,0.477697,0.477697,0.999906,no
DLL1,0.52643,0.27025,0.27025,0.999906,no
DLL4,-3.74384,7.7027e-05,7.7027e-05,0.00619066,yes
DLST,-0.267094,0.432495,0.432495,0.999906,no
DMAP1,0.381704,0.440572,0.440572,0.999906,no
DMC1,-1.79137,0.0239396,0.0239396,0.447435,no
DMD,-1.05629,0.345351,0.345351,0.999906,no
DMGDH,0.302763,0.604721,0.604721,0.999906,no
DMKN,0.201613,0.625759,0.625759,0.999906,no
DMPK,-0.92907,0.00536431,0.00536431,0.15423,no
DMTF1,-0.0875425,0.80855,0.80855,0.999906,no
DMWD,-0.296495,0.377308,0.377308,0.999906,no
DMXL1,-0.110197,0.725594,0.725594,0.999906,no
DMXL2,0.419912,0.25404,0.25404,0.999906,no
DNA2,0.0746546,0.913031,0.913031,0.999906,no
DNAAF2,-0.146595,0.764406,0.764406,0.999906,no
DNAH1,0.214027,0.619768,0.619768,0.999906,no
DNAH14,0.531533,0.61606,0.61606,0.999906,no
DNAH5,0.0588517,0.897573,0.897573,0.999906,no
DNAH7,1.16263,0.0652115,0.0652115,0.831324,no
DNAJA1,0.258517,0.403487,0.403487,0.999906,no
DNAJA2,-0.0813427,0.795006,0.795006,0.999906,no
DNAJA3,0.0121745,0.972453,0.972453,0.999906,no
DNAJA4,-0.29438,0.667758,0.667758,0.999906,no
DNAJB1,0.281005,0.366116,0.366116,0.999906,no
DNAJB11,-0.181307,0.588566,0.588566,0.999906,no
DNAJB12,-0.402357,0.253324,0.253324,0.999906,no
DNAJB14,-0.251313,0.488985,0.488985,0.999906,no
DNAJB2,0.214549,0.552715,0.552715,0.999906,no
DNAJB4,-1.52796,2.01604e-06,2.01604e-06,0.000302698,yes
DNAJB5,0.201483,0.62711,0.62711,0.999906,no
DNAJB6,-0.443111,0.258198,0.258198,0.999906,no
DNAJB9,-0.135352,0.694917,0.694917,0.999906,no
DNAJC1,0.0598621,0.862451,0.862451,0.999906,no
DNAJC10,0.0461236,0.882572,0.882572,0.999906,no
DNAJC11,-0.116975,0.73435,0.73435,0.999906,no
DNAJC12,0.891977,0.559189,0.559189,0.999906,no
DNAJC13,-0.00744703,0.981239,0.981239,0.999906,no
DNAJC14,0.117374,0.82569,0.82569,0.999906,no
DNAJC15,-0.281904,0.416392,0.416392,0.999906,no
DNAJC16,-0.181807,0.59799,0.59799,0.999906,no
DNAJC17,-0.0192865,0.981775,0.981775,0.999906,no
DNAJC18,0.191156,0.597002,0.597002,0.999906,no
DNAJC19,-0.461872,0.487209,0.487209,0.999906,no
DNAJC2,-0.183108,0.754557,0.754557,0.999906,no
DNAJC21,-0.443728,0.189417,0.189417,0.999906,no
DNAJC22,0.600776,0.467925,0.467925,0.999906,no
DNAJC24,-0.288951,0.478886,0.478886,0.999906,no
DNAJC25,-0.137874,0.828758,0.828758,0.999906,no
DNAJC27,0.116519,0.955232,0.955232,0.999906,no
DNAJC28,0.588525,0.547557,0.547557,0.999906,no
DNAJC3,-0.35986,0.243796,0.243796,0.999906,no
DNAJC30,0.399815,0.350083,0.350083,0.999906,no
DNAJC4,0.161877,0.673075,0.673075,0.999906,no
DNAJC5,-0.211161,0.494024,0.494024,0.999906,no
DNAJC6,-2.20958,0.0027828,0.0027828,0.0933102,no
DNAJC7,-0.0152412,0.979065,0.979065,0.999906,no
DNAJC8,0.103849,0.745129,0.745129,0.999906,no
DNAJC9,-0.0245419,0.959071,0.959071,0.999906,no
DNAL1,-0.0879761,0.857912,0.857912,0.999906,no
DNAL4,0.102457,0.808125,0.808125,0.999906,no
DNALI1,0.428173,0.55147,0.55147,0.999906,no
DNASE1,0.51322,0.594113,0.594113,0.999906,no
DNASE1L1,0.0141303,0.995049,0.995049,0.999906,no
DNASE2,-0.108483,0.735027,0.735027,0.999906,no
DND1,-0.224723,0.817755,0.817755,0.999906,no
DNHD1,0.155351,0.831457,0.831457,0.999906,no
